/content/object-detection-gun-retinanet/dataset/images/armas (1414).jpg,43,24,362,343,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (787).jpg,8,11,283,173,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1511).jpg,3,17,422,189,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2527).jpg,1,1,158,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1488).jpg,56,85,406,286,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1815).jpg,159,385,250,481,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (662).jpg,261,121,391,325,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2579).jpg,7,1,153,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (412).jpg,524,246,921,454,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (84).jpg,205,104,266,166,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (84).jpg,277,98,348,167,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1615).jpg,272,126,478,253,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2860).jpg,113,71,141,132,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2283).jpg,3,1,157,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2284).jpg,4,2,155,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (728).jpg,5,3,387,246,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1150).jpg,58,1,278,168,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2711).jpg,3,3,157,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (361).jpg,25,206,609,549,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (365).jpg,125,26,330,212,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (856).jpg,22,4,262,97,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1148).jpg,40,235,386,759,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1148).jpg,306,99,624,587,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1148).jpg,522,261,856,801,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1148).jpg,664,83,968,567,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1148).jpg,898,205,1244,737,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2465).jpg,24,38,151,111,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1959).jpg,190,204,1138,788,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1872).jpg,535,183,705,296,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2207).jpg,3,3,158,106,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2542).jpg,2,3,158,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1094).jpg,9,336,538,691,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (585).jpg,107,494,620,876,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (585).jpg,61,13,522,421,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (15).jpg,179,135,1084,815,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1933).jpg,288,78,419,224,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1365).jpg,17,12,494,323,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2357).jpg,5,3,155,103,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1239).jpg,55,8,469,318,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2490).jpg,1,1,158,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (409).jpg,28,15,786,585,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2845).jpg,865,359,1071,521,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (889).jpg,100,70,141,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (695).jpg,225,21,582,210,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (222).jpg,167,147,637,409,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (222).jpg,102,90,560,276,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (222).jpg,1,115,72,293,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (222).jpg,11,2,109,122,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (222).jpg,119,1,530,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (338).jpg,68,233,93,282,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1419).jpg,170,59,348,461,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2349).jpg,13,10,149,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1408).jpg,65,210,179,333,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1408).jpg,192,246,321,365,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (129).jpg,141,204,197,339,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (129).jpg,187,207,266,342,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2893).jpg,117,99,203,139,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2893).jpg,301,265,331,301,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2689).jpg,1,1,154,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2204).jpg,14,11,151,109,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (462).jpg,258,392,396,458,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1314).jpg,36,63,926,978,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2074).jpg,90,68,583,304,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1842).jpg,116,8,260,352,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1324).jpg,30,28,544,447,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1151).jpg,84,40,492,377,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (497).jpg,17,28,189,179,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (182).jpg,166,122,198,146,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2839).jpg,142,49,750,465,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1473).jpg,10,91,500,254,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1271).jpg,311,139,337,166,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1510).jpg,50,28,402,411,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2052).jpg,4,11,439,334,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2864).jpg,289,212,462,339,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (170).jpg,1,74,106,230,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (170).jpg,64,64,207,215,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (170).jpg,160,65,294,202,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (170).jpg,230,48,376,186,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (170).jpg,327,59,383,159,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2029).jpg,321,151,342,181,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2029).jpg,453,144,466,157,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2680).jpg,2,1,156,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2005).jpg,107,261,392,430,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2422).jpg,2,3,156,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (991).jpg,75,77,141,163,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2633).jpg,8,5,155,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1486).jpg,9,2,497,274,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (434).jpg,137,530,226,643,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (377).jpg,348,25,389,72,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1987).jpg,95,39,775,643,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1873).jpg,24,47,398,309,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (770).jpg,3,4,293,190,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2696).jpg,1,1,157,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2417).jpg,2,2,157,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2118).jpg,48,52,100,83,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (553).jpg,1,5,181,261,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2492).jpg,2,1,157,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1810).jpg,164,351,252,519,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2463).jpg,1,1,155,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (429).jpg,116,187,177,239,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2242).jpg,4,8,157,111,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2920).jpg,123,38,155,61,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2920).jpg,129,54,164,81,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (601).jpg,171,80,226,142,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (601).jpg,264,105,339,152,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (937).jpg,31,45,189,163,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2389).jpg,1,2,155,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (655).jpg,143,83,334,244,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (400).jpg,319,333,621,817,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2729).jpg,4,1,157,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (48).jpg,158,21,391,189,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2373).jpg,4,5,158,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (341).jpg,115,106,170,206,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (167).jpg,268,63,547,275,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1143).jpg,456,132,546,216,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (978).jpg,85,20,225,71,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2064).jpg,417,145,543,255,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2758).jpg,2,3,159,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (153).jpg,199,197,240,222,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2358).jpg,2,9,154,103,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1712).jpg,16,25,500,349,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2627).jpg,1,1,155,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (147).jpg,22,94,102,207,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2807).jpg,76,161,224,354,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2235).jpg,4,2,157,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2866).jpg,21,155,155,405,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2297).jpg,6,1,154,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2996).jpg,100,119,2811,975,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1946).jpg,552,310,632,409,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2015).jpg,64,188,578,448,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2015).jpg,127,457,478,706,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1438).jpg,79,86,491,342,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2205).jpg,2,1,154,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (934).jpg,31,71,179,145,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2874).jpg,129,163,164,202,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2558).jpg,4,2,156,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2962).jpg,837,181,1193,459,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (300).jpg,55,102,1358,891,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1407).jpg,12,36,482,338,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2679).jpg,1,1,157,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (532).jpg,62,29,138,81,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1670).jpg,77,9,353,371,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (128).jpg,317,152,361,219,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (792).jpg,84,50,210,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (832).jpg,3,4,294,162,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1871).jpg,397,218,451,259,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1068).jpg,175,37,218,72,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1560).jpg,74,101,165,228,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (996).jpg,89,1,201,81,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (24).jpg,290,74,634,283,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2471).jpg,11,3,150,109,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (679).jpg,16,75,177,185,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (679).jpg,75,12,228,122,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1054).jpg,65,71,737,503,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2511).jpg,1,1,155,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (748).jpg,82,160,763,625,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2848).jpg,16,161,268,311,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2848).jpg,421,138,589,396,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2848).jpg,30,51,328,126,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2848).jpg,1,20,267,79,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (235).jpg,8,32,185,96,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (657).jpg,138,30,298,354,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1430).jpg,41,161,356,434,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (895).jpg,72,62,107,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1751).jpg,61,114,309,262,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2082).jpg,206,72,277,183,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1442).jpg,65,23,484,203,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (119).jpg,104,395,1150,726,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2786).jpg,141,144,189,244,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1078).jpg,13,97,85,152,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (560).jpg,361,754,3061,2304,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2992).jpg,263,78,317,133,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (803).jpg,7,8,192,95,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2582).jpg,4,3,151,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1598).jpg,1,98,499,375,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1598).jpg,1,1,500,209,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2085).jpg,111,173,186,297,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (21).jpg,160,110,190,175,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2603).jpg,1,2,158,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2553).jpg,2,4,154,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2984).jpg,39,34,1143,493,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2460).jpg,1,4,157,110,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2967).jpg,4,1,259,167,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2350).jpg,1,1,159,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1620).jpg,29,82,464,252,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2237).jpg,3,3,156,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1869).jpg,37,99,158,200,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2174).jpg,5,2,154,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1877).jpg,503,221,713,356,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1576).jpg,8,119,488,287,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1955).jpg,617,81,867,585,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (92).jpg,29,17,35,49,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1157).jpg,553,103,1078,1000,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1880).jpg,185,152,599,406,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (260).jpg,63,143,168,179,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (260).jpg,236,130,317,192,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (260).jpg,501,139,539,286,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2416).jpg,13,4,143,79,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1981).jpg,1,1,1049,866,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (624).jpg,1,1,780,576,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (658).jpg,334,160,372,195,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2093).jpg,19,169,127,368,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2364).jpg,17,18,141,107,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2021).jpg,136,375,555,698,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (725).jpg,29,9,372,126,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2939).jpg,331,416,543,552,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1266).jpg,282,98,367,131,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (761).jpg,56,55,289,195,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (555).jpg,49,54,161,110,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (865).jpg,28,10,158,111,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (865).jpg,189,13,335,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (621).jpg,136,11,550,479,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2487).jpg,2,3,157,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2179).jpg,1,2,154,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (914).jpg,80,34,101,54,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (47).jpg,303,124,803,853,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (850).jpg,90,30,137,165,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1848).jpg,27,95,76,172,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (253).jpg,129,89,233,167,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1832).jpg,100,114,121,135,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2120).jpg,15,20,227,159,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (225).jpg,166,25,376,293,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (551).jpg,36,58,184,156,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2708).jpg,1,1,157,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (926).jpg,75,51,245,149,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2637).jpg,2,2,156,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2351).jpg,4,2,155,110,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (734).jpg,299,67,371,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1723).jpg,42,110,705,994,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (935).jpg,4,1,214,90,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2268).jpg,2,2,157,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (558).jpg,541,213,714,389,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (194).jpg,1,1,184,141,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2719).jpg,2,1,157,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2524).jpg,7,1,148,110,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2609).jpg,6,3,148,110,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2552).jpg,6,1,157,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2148).jpg,461,78,567,150,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1748).jpg,7,29,476,296,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2748).jpg,3,4,152,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (354).jpg,227,196,278,310,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1722).jpg,42,64,451,327,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (293).jpg,33,1,451,286,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1563).jpg,30,102,475,293,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (552).jpg,63,22,181,211,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2239).jpg,2,1,157,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2157).jpg,164,119,533,325,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2013).jpg,262,14,682,223,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (418).jpg,438,169,633,431,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2277).jpg,1,4,157,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1627).jpg,207,115,254,159,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2041).jpg,268,93,439,230,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (139).jpg,182,297,280,453,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (357).jpg,195,101,353,204,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1168).jpg,196,232,211,255,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2473).jpg,2,1,155,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1031).jpg,143,74,179,99,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2704).jpg,3,1,160,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2741).jpg,8,7,156,111,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2089).jpg,413,73,623,282,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1970).jpg,184,224,202,272,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1868).jpg,191,120,247,199,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1524).jpg,38,58,471,305,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (802).jpg,8,62,278,237,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1334).jpg,1,5,1001,463,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2095).jpg,1241,315,1917,1054,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (287).jpg,119,106,410,348,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2043).jpg,13,13,1081,659,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2592).jpg,2,1,155,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1370).jpg,38,49,470,192,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2421).jpg,17,4,145,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (279).jpg,99,152,162,312,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (279).jpg,375,139,442,308,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1592).jpg,397,108,486,203,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2684).jpg,2,1,155,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2823).jpg,12,11,376,250,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2930).jpg,97,60,156,106,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (929).jpg,119,17,179,74,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2857).jpg,417,193,1167,728,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1853).jpg,690,465,909,636,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2388).jpg,4,1,155,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (911).jpg,14,16,178,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1400).jpg,21,24,414,282,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2528).jpg,5,6,157,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2173).jpg,3,4,155,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1460).jpg,26,96,498,348,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (958).jpg,4,20,205,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (475).jpg,352,106,952,787,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1066).jpg,126,172,347,407,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1047).jpg,67,12,230,88,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1634).jpg,92,54,374,259,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1831).jpg,27,23,92,48,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,133,161,230,302,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,31,174,113,280,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,245,154,325,268,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,326,162,412,319,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,417,171,500,288,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,427,2,495,59,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,264,47,341,146,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,77,40,139,143,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,141,34,201,132,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,329,2,373,39,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1519).jpg,205,46,276,144,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (246).jpg,118,163,724,1161,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (528).jpg,15,8,240,131,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1730).jpg,134,88,446,281,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2220).jpg,2,1,156,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1659).jpg,251,74,332,193,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (214).jpg,105,101,528,304,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1104).jpg,29,68,340,181,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1017).jpg,71,60,109,108,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1656).jpg,6,5,200,148,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (81).jpg,25,72,50,124,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (22).jpg,38,68,56,105,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2365).jpg,2,3,155,88,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (794).jpg,37,52,269,160,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1437).jpg,1,40,500,357,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (576).jpg,155,174,434,328,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2177).jpg,3,1,157,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2976).jpg,36,152,661,566,pistol
